category,company,description,experience_level,job_type,location,posted_date,salary,title,url
N/A,Serveng Ltd,"Electrical Engineer Pamplemousses Negotiable Permanent Added 30/01/2026 Closing 01/03/2026 Yhadhav Aubeeluck Login to apply Serveng is looking for an Electrical Engineer to design, develop, and maintain electrical systems for projects. The role involves preparing technical drawings, ensuring compliance with safety standards, troubleshooting electrical issues, and supporting ongoing operations. Key ResponsibilitiesDesign, plan, and oversee electrical installations and maintenance works for building, industrial, and infrastructure projects.Prepare electrical drawings, technical specifications, and cost estimates.Perform load calculations, cable sizing, circuit protection, and system studies.Supervise technicians and electricians during installation, commissioning, and maintenance activities.Ensure all works comply with BS Standard, IEE regulations, and relevant health &amp; safety standards.Conduct inspections, testing, and commissioning of electrical systems and equipment.Identify, trou",,,,,,Electrical Engineer,https://www.myjob.mu:443/Jobs/Electrical-Engineer-205718.aspx
N/A,Emtel Ltd (currimjee group),"CVM Assistant Plaine Wilhems Not disclosed Permanent Added 30/01/2026 Closing 01/03/2026 Head Of HR Login to apply The role is to support the CVM team in designing and implementing targeted segmented campaigns with the aim of increasing customer loyalty and retaining business, hence helping the Product team in achieving the business KPIs. Main Duties and Responsibilities:Assist with the implementation of the retention campaign in the campaign management tool based on predefined business rulesConduct upselling campaigns and surveys through tele calling to Emtel customers (both Mobile &amp; Home) and work on summary reportsFollow up with customers with unpaid bills – advise and help customers on timely bill payment of mobile and home internet billsFollow up and closure of cases escalated to CVM team on CRM and iCRMWelcome calls to new customersResolve queries and complaints during outbound callsAny other cognate duties as instructed by the Head of ProductRequired Qualifications and Exper",,,,,Not specified,CVM Assistant,https://www.myjob.mu:443/Jobs/CVM-Assistant-205721.aspx
N/A,ABC AUTOMOBILE,Workshop Coordinator - Body Repair Shop (ABC Coach Works Ltd) Port Louis Not disclosed Permanent Added 30/01/2026 Closing 01/03/2026 Shabeeha Foondon Login to apply ABC Coach Works Ltd is looking for a Workshop Coordinator to join its Body Repair Shop Department. Your roleSupervising daily operations of the body repair workshop.Supervise operations team to ensure operational excellence and excellent customer services.Attend to and participate in meetings.Focusing and maintaining Body and Paint Standards.Maximize use of productive employees and ensure efficiency of workshopGood record keeping of attendance and overtime.Daily focus on labour hours and productivity.Approve job flow in workshop in a disciplined manner.Take ownership of daily planning.Maintain strong relationship with service advisors.Adhere to health and safety; and quality standards as applicable to duties and accountabilities and be able to inculcate a health and safety culture to employees.Your Profile:Degree in Mechani,,,,,Not specified,Workshop Coordinator - Body Repair Shop (ABC Coach Works Ltd),https://www.myjob.mu:443/Jobs/Workshop-Coordinator-Body-Repair-Shop-205722.aspx
N/A,Italpro Development Ltd,"SALES REPRESENTATIVE (HOTEL&amp;SUPERMARKET) Plaine Wilhems Negotiable Permanent Added 30/01/2026 Closing 28/02/2026 Ms Deepsheekha Login to apply Vacancy for a Sales Representative Qualification:Knowledge in FMCGMinimum HSC (Diploma/Degree an advantage)Driving licenceResiding in vicinity of Vacoas Plaines WilhemsPrevious experience (an advantage)Experience in team working (an advantage)Pro-active, dynamic, reliable, polyvalent and dedicatedFull timeLocation: VacoasTel: 6866699Deadline: 28 February 2026 Login to apply Report This Job",,,,,,SALES REPRESENTATIVE (HOTEL&SUPERMARKET),https://www.myjob.mu:443/Jobs/SALES-REPRESENTATIVE-HOTEL-SUPERMARKET-205723.aspx
N/A,OUTRIGGER Mauritius Beach Resort,"Maintenance Storekeeper Savanne Not disclosed Permanent Added 30/01/2026 Closing 01/03/2026 Harsha Neerunjun Login to apply Receive and check all goods ordered by hotel departments, all stocks received are properly stored, accounted for, and controlled. 1. Receiving FunctionØ Ensures that proper procedures and system for receiving goods are being followed as required by hotel standard &amp; guidelines, checking goods as to their condition, quantity, and quality as order in accordance with PO’s and invoices.Ø Ensures that goods are received based on duly approved PO’s, rejects substandard and over deliveries, and coordinates with requesting department on items received and ensures that goods are delivered to respective departments.Ø Ensures that all invoices are updated and posted with complete daily receiving report and submitted to cost control every day for verification.Ø Reports to cost controller, purchasing dept, and Chief Engineer for any deviations from receiving procedure and P",,,,,Not specified,Maintenance Storekeeper,https://www.myjob.mu:443/Jobs/Maintenance-Storekeeper-205724.aspx
N/A,OUTRIGGER Mauritius Beach Resort,"Laundry Attendant(Night Shift) Savanne Not disclosed Permanent Added 30/01/2026 Closing 01/03/2026 Harsha Neerunjun Login to apply RESPONSIBILITIES • To proceed with Laundry Service by paying attention to special requirements of guests, repeaters and VIP. • To ensure that all linen cart, cleaning cloth, materials, equipments and all company assets are well maintained and cleaned daily. • To use the right chemical, cloth an ... RESPONSIBILITIES• To proceed with Laundry Service by paying attention to special requirements of guests, repeaters and VIP.• To ensure that all linen cart, cleaning cloth, materials, equipments and all company assets are well maintained and cleaned daily.• To use the right chemical, cloth and equipments for the right task.• To stack all linen under the appropriate labels and shelves.• To assist the servicing process of all machineries and chemical dispensers.• To execute the daily, weekly, monthly and bi- annually deep cleaning.• To assist the Laundry Manager in ",,,,,Not specified,Laundry Attendant(Night Shift),https://www.myjob.mu:443/Jobs/Laundry-Attendant-Night-Shift-205725.aspx
N/A,Medine Ltd Corporate,"Administrative Clerk Black River Negotiable Permanent Added 30/01/2026 Closing 01/03/2026 Login to apply We are looking for an Administrative Clerk to join MEDINE GROUP| Medine Property. We are looking for an Administrative Clerk to join MEDINE GROUP| Medine Property. JOB SUMMARY:This role will primarily involve managing invoices within the operations department, ensuring all necessary details are correct before submission for review and approval in the finance department. The ideal candidate should have a strong understanding of financial principles and procedures to ensure compliance with internal standards.DUTIES AND RESPONSIBILITIES:Invoice Review and Verification:Review and verify invoices from the operations department to ensure accuracy, completeness, and compliance with company policies.Confirm that all codes, cost centers, and other invoice details are correct and aligned with company standards.Communicate with relevant departments to obtain approvals for invoices requiring de",,,,,,Administrative Clerk,https://www.myjob.mu:443/Jobs/Administrative-Clerk-205726.aspx
N/A,VALID Group,"Software Developer Plaine Wilhems Negotiable Permanent Added 27/01/2026 Closing 26/02/2026 Toshita Boodhna Login to apply We are seeking for talented Software Developers to join our team and work on a variety of challenging projects using a range of technologies including Java and C#. We are looking for someone who is passionate about technology, enjoys problem-solving, and is eager to learn. If you like technology, innovative and different projects, your place is here, if you don't know us yet, we are a global technology provider that offers a complete portfolio of solutions in Payment, Mobile, Data and Identity Solutions. With 65 years of global experience, we have built a solid legacy that continues to grow. We are more than 4,000 employees in 16 countries, working to offer a more trustworthy and secure world.Our Mobile vertical offers solutions for the Telecommunications market, such as SIM Cards, eSIMs, Subscription Management, iSE, to secure connectivity and guarantee interoperab",,,,,,Software Developer,https://www.myjob.mu:443/Jobs/Software-Developer-205531.aspx
N/A,Senator Group of Companies,"Marketing and PR Manager Moka 41,000 - 50,000 Permanent Added 30/01/2026 Closing 01/03/2026 HR Manager Login to apply Create and implement integrated communication strategies for Senator Casinos and the Senator Smile Foundation based on Group guidelines Build strong PR, media and community relations to enhance brand visibility and reputation. Digital Marketing &amp; Social Media Brand, PR &amp; Corporate CommunicationCreate and implement integrated communication strategies for Senator Casinos and the Senator Smile Foundation based on Group guidelinesEnsure all communication respects local advertising restrictions and regulatory requirements.Build strong PR, media and community relations to enhance brand visibility and reputation.Drive corporate communication that supports trust, responsibility and community engagement.Player &amp; Community EngagementDevelop alternative communication methods to reach current and potential players while respecting advertising limitations.Oversee player ",,,,,Not specified,Marketing and PR Manager,https://www.myjob.mu:443/Jobs/Marketing-and-PR-Manager-205727.aspx
N/A,ENL,"Draughtsman/ Estimator- JMD Int LTD Port Louis Not disclosed Permanent Added 30/01/2026 Closing 01/03/2026 ENL Group Login to apply At JMD INT LTD, we specialise in delivering high-quality doors and windows with precision and innovation. We’re looking for a skilled and motivated Draughtsman/Estimator to join our technical team and contribute to the design and execution of our construction and manufacturing works Key responsibilities Prepare detailed technical drawings (shop drawings) and layouts based on specifications, calculations, and Architectural drawings. Ensure drawings comply with industry and company standards. Coordinate with estimators and site teams to ensure design accuracy. Maintain drawing registers and documentation records. Assist in the preparation of as-built drawings upon project completion. Assist RND team in systems developments. Profile Diploma or certificate in Draughtsmanship, CAD, or a related technical field. Proficiency in AutoCAD and other CAD software. Str",,,,,Not specified,Draughtsman/ Estimator- JMD Int LTD,https://www.myjob.mu:443/Jobs/Draughtsman-Estimator-JMD-Int-LTD-205719.aspx
N/A,IQera,"Junior Bank Reconcilaition Officer Port Louis Not disclosed Permanent Added 30/01/2026 Closing 01/03/2026 Service Recrutement Apply Now Manage autonomously an assigned portfolio Perform daily reconciliation of bank accounts as per agreed Operations Procedures French Leader in debt management &amp; acquisition, iQera helps large companies and financial institutions at every stage of their client financial cycle by combining operational excellence, human and artificial intelligence.iQera aspires to create the difference through its convictions:Achieve the unprecedentedPlay as a teamLeave a positive impactMore than just resumes, iQera is looking foremost for personalities that will make a difference. The group wants to build a community of collabor’actors that are engaged, atypical and curious to learn, who want to find their path and thrive while giving meaning to their profession.The Group currently relies on a Tribe of more than 2300 collborar’actors on 13 sites in 6 countries.Your res",,,,,Not specified,Junior Bank Reconcilaition Officer,https://www.myjob.mu:443/Jobs/Junior-Bank-Reconcilaition-Officer-205730.aspx
N/A,Bacha and Bacha,"Audit Senior / Semi – Senior Port Louis Negotiable Permanent Added 29/01/2026 Closing 28/02/2026 Mr. Vishal Ramphul Login to apply Step up your audit career! Join us as a Senior/Semi-Senior Auditor, handle diverse clients, coach juniors, and access IFRS training, study leave, and merit-based growth. Role Description:This is a full- time on site role for an Audit Senior / Semi – Senior based in Port Louis, Mauritius. The Senior / Semi – Senior Auditor will be responsible for planning, executing and completing audit engagements under the supervision of the Audit Manager for a diverse range of clients based in Mauritius. The Senior / Semi – Senior Auditor will also be responsible to mentor junior team members and train wherever possible and provide external audit services to our clients at their office and maintain professional scepticism.Qualifications Required:ACCA Level 1 completed and Level 2 in progress with minimum of 2 - 3 years of experience in audit.Extensive knowledge of IFRS, I",,,,,,Audit Senior / Semi – Senior,https://www.myjob.mu:443/Jobs/Audit-Senior-Semi-Senior-205700.aspx
N/A,undisclosed,"Maintenance Manager Port Louis More Than 100,000 Permanent Added 30/01/2026 Closing 01/03/2026 Login to apply Oversee and manage the maintenance department RESPONSIBILITIESManage the maintenance departmentOversee the planning of preventive maintenance repairs of all machineryLiaise with suppliers, contractors and third parties for any works to be performed EXPERIENCEat least 5 years' hands on experience in a managerial/supervisory role in industrial mechanical/electromechanical field QUALIFICATIONSDegree/Diploma in Mechanical or Electrical EngineeringMust possess valid driving licence Login to apply Report This Job",,,,,Not specified,Maintenance Manager,https://www.myjob.mu:443/Jobs/Maintenance-Manager-205733.aspx
N/A,SD Worx (Mauritius) Limited,"Customer Support Specialist Plaine Wilhems Negotiable Permanent Added 30/01/2026 Closing 02/03/2026 Apply Now At SD Worx, we are looking for energetic people to join our team. With us, you get the chance to showcase your talents and grow like never before! Ready, set, apply! SD Worx is a leading European provider of Payroll &amp; HR services with global reach. We have offices in Europe and Mauritius. Our goal? We bring people solutions to life and turn HR into a value source for our clients and their people.Our people solutions span the entire employee journey, from salary payment to attracting, rewarding, and developing talent. Are you ready to join us?Responsibilities:Effectively plan and manage own workload.Provide necessary support to help manage, maintain, and deliver client payroll/projects within agreed deadlines and with high quality.Validate and enter all data received within agreed deadlines and in accordance with client company policies, procedures and requirements.Respond p",,,,,,Customer Support Specialist,https://www.myjob.mu:443/Jobs/Customer-Support-Specialist-205734.aspx
N/A,Cim Financial Services Ltd,"Team Leader – Cards Issuing Port Louis Negotiable Permanent Added 30/01/2026 Closing 01/03/2026 Keshini Veeramah Apply Now We are seeking a dynamic individual to lead the growth of our Corporate Cards and Digital Issuing portfolio. This role drives business development, client engagement, and digital product management as an individual contributor. We are seeking a dynamic individual to lead the growth of our Corporate Cards and Digital Issuing portfolio. This role drives business development, client engagement, and digital product management as an individual contributor.Key ResponsibilitiesGrow digital issuing products (corporate/virtual cards, wallets, tokenized payments).Acquire new corporate clients and expand the Corporate Card portfolio.Conduct client meetings, demos, and onboarding to strengthen relationships.Develop product strategies, roadmaps, and go‑to‑market plans.Monitor KPIs on usage, revenue, adoption, and customer satisfaction.Lead product and operational initiatives fr",,,,,,Team Leader – Cards Issuing,https://www.myjob.mu:443/Jobs/Team-Leader-Cards-Issuing-205735.aspx
N/A,Kolos Cement ltd,"Forklift Driver Riviere du Rempart Not disclosed Permanent Added 30/01/2026 Closing 01/03/2026 HR Department Login to apply Join our team at Kolos Cement Ltd Goodlands! Are you an experienced Forklift Driver seeking your next challenge? Kolos Cement Ltd. is currently hiring, and we want you to be part of our team! KEY RESPONSIBILITIES:Complying with the prevailing Health &amp; Safety rulesSorting of returned pallets when requiredChecking quantity and quality of delivered palletsEnsuring FIFO inventory system is respected in the warehouseFilling daily forklift checklist sheetsRemoving broken bags from loaded pallets before deliveryCollecting invoices when neededEnsuring good housekeeping throughout the warehouse and surronding area dailyWHAT WE'RE LOOKING FOR:Minimum SCAt least 3 years of experienceHolder of a valid forklift driving licenseExperience in a similar work environment would be an advantageIf you're reliable, safety-conscious, and ready to contribute to a dynamic team, we wan",,,,,Not specified,Forklift Driver,https://www.myjob.mu:443/Jobs/Forklift-Driver-117016.aspx
N/A,Rey & Lenferna Ltd,"Site Supervisor Port Louis Negotiable Permanent Added 28/01/2026 Closing 27/02/2026 Human Resource Login to apply Rey &amp; Lenferna Ltd is looking for a Site Supervisor to oversee technicians and subcontractors for electrical installation and solar installation projects. Site Supervisor Rey &amp; Lenferna Ltd is a recognised institution in Trading, Mechanical, Electrical and Plumbing (MEP) projects as well as in the Automotive Aftermarket and presently holds over 50 exclusive brand representations.The company’s engagement is to provide customised and innovative integrated solutions to its clients, with a focus on customer service.Job ProfileRey &amp; Lenferna Ltd is looking for a Site Supervisor to oversee technicians and subcontractors for electrical installation and solar installation projects.Role &amp; responsibilitiesRead &amp; interpret wiring diagrams as applicable.Estimate materials, equipment, and personnel needed for solar installation projects.Supervise technicians and subc",,,,,,Site Supervisor,https://www.myjob.mu/Jobs/Site-Supervisor-205617.aspx
N/A,PLP Africa,"Rider Port Louis 10,000 - 20,000 Permanent Added 28/01/2026 Closing 27/02/2026 Ivans Leveque Login to apply The Rider is responsible for timely and safe delivery and collection of documents, parcels, or goods while ensuring compliance with traffic laws and company procedures. Job PurposeThe Rider is responsible for timely and safe delivery and collection of documents, parcels, or goods while ensuring compliance with traffic laws and company procedures.Key ResponsibilitiesDeliver and collect documents, parcels, and items as assignedEnsure deliveries are completed on time and in good conditionFollow all traffic rules and safety regulationsMaintain the motorcycle in good working conditionReport any incidents, delays, or issues to the supervisorEnsure professionalism when dealing with clients and staffRequirementsValid motorcycle driving licenseGood knowledge of local routesMinimum secondary school levelAbility to read and understand basic instructionsHonest, reliable, and punctualPrevious",,,,,Not specified,Rider,https://www.myjob.mu/Jobs/Rider-205619.aspx
N/A,LUX* Belle Mare,"Villa Butler Flacq Not disclosed Permanent Added 28/01/2026 Closing 27/02/2026 Mr. Pravind Jeewooth Login to apply To maintain appealing display, cleanliness and order of the Villa, and in delivering professional and friendly service to guests in allocated sections, as per the Hotel’s standards. Customer ServiceWorks with all departments (housekeeping, food services, etc.) to meet guests’ needs.Acts as the hotel’s main point of contact for our guests.Provides personalized service to guests.Offers packing &amp; unpacking service.Upsells and maintain our TripAdvisor on first position.Has a thorough understanding of all spirits and specialty foods in stock.Assesses and restocks wine and spirit collections as necessary.Serves meals and pour drinks for guests.Ensures guests’ rooms are clean and up to room standards.Welcomes guests/visitors upon their arrival at the entrance of Villas and introduces himself/herself.Guides guests through all phases of their Villas experience, delivering timel",,,,,Not specified,Villa Butler,https://www.myjob.mu/Jobs/Villa-Butler-205620.aspx
N/A,LE WAREHOUSE LTD,"IT Support Technician Mauritius Negotiable Permanent Added 28/01/2026 Closing 27/02/2026 Kunal Domah Login to apply Le Warehouse Ltd is looking for a IT Support Technician responsible to manage troubleshooting IT technical issues, provide timely feedback, service desk support among other duties. Responsibilities:Monitor and respond quickly and effectively to requests received through the IT helpdesk.Monitor and maintain computer systems and networks and responding in a timely manner to service issues and requests.Take ownership of customer issues reported and see problems through to resolution.Troubleshoot and resolve all problems encountered with hardware and software. Escalate requests to the appropriate party, as needed. Replace or repair defective parts and equipment.Provide on-site desktop/laptop/VOIP Phone support including new hardware setup, imaging, and deployment.Provide minor telecom system support including mobile devices, email configurations, and user programming.Manage m",,,,,,IT Support Technician,https://www.myjob.mu/Jobs/IT-Support-Technician-205622.aspx
N/A,LUX* Belle Mare,"Sommelier Flacq Not disclosed Permanent Added 28/01/2026 Closing 27/02/2026 Mr. Pravind Jeewooth Login to apply Customer Service • Welcomes important guests or groups by sabering champagne. • Converses with guests to obtain feedback and suggestion for improvement. Customer ServiceWelcomes important guests or groups by sabering champagne.Converses with guests to obtain feedback and suggestion for improvement.Provides advice and information to clients and restaurant team members on the selection of wine by possessing a thorough knowledge of the menu and all wines on wine list and their prices.Handles customer complaints efficiently through appropriate interaction and action and/or referral to Management. Logbook UpdatingKeeps record of guests’, visitors’ or repeaters’ dietary preferences or special requirements (e.g. allergies).Promotes wines and up-sells by using suggestive selling techniques. Promotion &amp; Direct Up-selling Material Handling &amp; InventoryChecks cleanliness and good",,,,,Not specified,Sommelier,https://www.myjob.mu/Jobs/Sommelier-205623.aspx
N/A,LUX* Belle Mare,"Russian Speaker Flacq Not disclosed Permanent Added 28/01/2026 Closing 27/02/2026 Mr. Pravind Jeewooth Login to apply Language Requirement: Fluency in Russian (spoken and understood) is essential to communicate effectively with Russian-speaking guests and ensure a high level of service. Language Requirement: Fluency in Russian (spoken and understood) is essential to communicate effectively with Russian-speaking guests and ensure a high level of service.Key Responsibilities:Welcome and assist guests in Russian and English.Handle guest inquiries, requests, and complaints promptly and professionally.Provide information about hotel facilities, services, and local attractions.Maintain accurate guest records and support smooth check-in/check-out processes.Qualifications:Fluency in Russian and English (spoken required; written is an advantage).Previous experience in hospitality or guest services preferred.Strong interpersonal and communication skills.Professional and friendly demeanor. Login ",,,,,Not specified,Russian Speaker,https://www.myjob.mu/Jobs/Russian-Speaker-205624.aspx
N/A,Medscheme International Limited,"Join Our Claims Department Plaine Wilhems Not disclosed Permanent Added 28/01/2026 Closing 26/02/2026 Farchid Ebrahim Login to apply Are you a detail-driven professional with a passion for claims processing? Look no further – we have exciting opportunities and are seeking skilled individuals to join our growing team. Claims Officer - Verification &amp; Processing - Qualifications &amp; Experience and Responsibilities HSC Minimum 2-5 years of experience in insurance/medical field Computer literate Communication skills Data Capturing skills Customer centric Health and Medical KnowledgeClaims Verification of all schemes administered at Medscheme Ensure that the SLAs of all schemes are respected for outpatient claim refunds, provided that all relevant information is complete Meet the department’s quality standards, including an agreed accuracy rate of 95% for outpatient claims. Responding to Requests and Inquiries from Internal and External PartiesFollow-up on emails, reply professionally ",,,,,Not specified,Join Our Claims Department,https://www.myjob.mu/Jobs/Join-Our-Claims-Department-205536.aspx
N/A,ISLAND BRUSH COMPANY LTD,"Développeur Produits Industriels (Pinceaux) Riviere du Rempart 31,000 - 40,000 Permanent Added 28/01/2026 Closing 27/02/2026 Natasha Poliah Login to apply Dans le cadre de l’accroissement d’activité de son usine basée à l’Île Maurice, la société recrute un(e) : Développeur Produit Missions principales : Rattaché(e) au Responsable Qualité et R&amp;D, et en étroite collaboration avec le service Développement France, vous serez un acteur clé dans la conception et l’amélioration des produits destinés aux marchés internationaux.Vos principales responsabilités seront :Étudier et concevoir de nouveaux produits à l’aide des outils DAO/CAO (Autocad).Suivre et respecter les cahiers des charges transmis par le bureau de développement France.Mettre en place et suivre le planning de développement, en assurant la relance des fournisseurs en lien avec le service Achats.Réaliser le sourcing de nouveaux matériaux.Participer aux réunions de développement hebdomadaires entre la France et l’Île Maurice.Co",,,,,Not specified,Développeur Produits Industriels (Pinceaux),https://www.myjob.mu/Jobs/Developpeur-Produits-Industriels-Pinceaux-205632.aspx
N/A,undisclosed,"Assistant Operations Manager – Children’s Soft Play Plaine Wilhems Negotiable Permanent Added 28/01/2026 Closing 27/02/2026 Login to apply The Assistant Operations Manager supports the day-to-day operational management of Funtopia,. The role ensures a safe, fun, clean, and well-managed environment for children and families, while supporting team leadership, customer experience, and operational standards. We are seeking an Assistant Operations Manager to manage the daily operations of our venue (Funtopia). This is a hands-on role, working closely with the Operations Manager to ensure smooth operations, high safety standards, and excellent customer service.Key ResponsibilitiesOperational Management- Manage daily operations of the soft play - Ensure all areas are fully staffed and operational - Manage staff rotas, attendance, and shift coverHealth, Safety &amp; Safeguarding- Ensure compliance with health &amp; safety regulations and procedures - Maintain high safeguarding standards for ch",,,,,,Assistant Operations Manager – Children’s Soft Play,https://www.myjob.mu/Jobs/Assistant-Operations-Manager-Children-s-205630.aspx
N/A,ER Hospitality,"Learning &amp; Development Specialist (Leisure Cluster) Moka Not disclosed Permanent Added 28/01/2026 Closing 27/02/2026 Apply Now We are looking for a Learning &amp; Development Specialist in our Leisure Cluster. The position is based at our Head Office in Bagatelle. Overview of the Role:In this role, you will support the full Learning &amp; Development cycle for the Leisure Cluster by coordinating training initiatives, ensuring compliance with regulatory requirements, and providing strong administrative and operational support. You will contribute to building a performance-driven culture through effective planning, delivery, tracking, and optimisation of all People Development activities.Main Responsibilities:Coordinate and support the planning, scheduling, and implementation of training programmes for the Leisure Cluster.Conduct annual Training Needs Analysis and align training plans accordingly.Design and deliver training sessions based on identified needs, ensuring training attend",,,,,Not specified,Learning & Development Specialist (Leisure Cluster),https://www.myjob.mu/Jobs/Learning-Development-Specialist-Leisure-Cluster-205637.aspx
N/A,undisclosed,"Business Development Representative - Global remote Hiring Mauritius Not disclosed Permanent Added 28/01/2026 Closing 27/02/2026 Login to apply We are a fast-growing Employer of Record (EOR) company helping organizations hire and manage talent compliantly across Africa and global markets. With rising demand for remote work, we are expanding our Sales Team and hiring a Business Development Representative. As a BDR, you will receive comprehensive on-the-job training, ongoing mentorship, and exposure to international business operations. You will support outbound sales activities, targeting international companies hiring remote talent, particularly those expanding into Africa and emerging markets. This role is focused on email outreach, cold calling, and lead nurturing, converting interest into qualified opportunities and closed deals.Key ResponsibilitiesSupport outbound sales efforts through email, phone calls, and prospect researchEngage with prospective clients and assist in qualifying",,,,,Not specified,Business Development Representative - Global remote Hiring,https://www.myjob.mu/Jobs/Business-Development-Representative-Global-remote-205638.aspx
N/A,Dayanand Boholah Seafoods Co Ltd,"SECURITY GUARDS Flacq 10,000 - 20,000 Permanent Added 28/01/2026 Closing 27/02/2026 Boholah Dayanand Login to apply • Minimum SC • Age range 25-45 years old • At least 1 year of experience in respective field • Good communication skills • Able to work odd hours • Monthly salary + travelling+ overtime • FOR MORE DETAILS CALL OR W.A ON 57518298 AS FROM 8H-16H DURING WORKING DAYS Minimum SC• Age range 25-45 years old• At least 1 year of experience in respective field• Good communication skills • Dynamic with good organizational skills Flexible hours during peak seasons• Able to work odd hours• Monthly salary + travelling+ overtime Ability to manage pressure and multitask effectively Physically fit• FOR MORE DETAILS CALL OR W.A ON 57518298 AS FROM 8H-16H DURING WORKING DAYS Login to apply Report This Job",,,,,Not specified,SECURITY GUARDS,https://www.myjob.mu/Jobs/SECURITY-GUARDS-205639.aspx
N/A,Checkout Support Services Limited,"Graduate, Financial Operations Plaine Wilhems Not disclosed Temporary / Contract Added 28/01/2026 Closing 27/02/2026 Caren Belle Login to apply As part of Checkout.com’s #NextGen Graduate Program you’ll work alongside experienced professionals, gaining hands-on experience and a comprehensive introduction to digital payments and technology. Company DescriptionWe’re Checkout.com – you might not know our name, but companies like eBay, ASOS, Klarna, Uber Eats, and Sony do. That moment when you check out online? We make it happen.Checkout.com is where the world checks out. Our global network powers billions of transactions every year, making money move without making a fuss. We spent years perfecting a service most people will never notice. Because when digital payments just work, businesses grow, customers stay, and no one stops to think about why.With 19 offices spanning six continents, we feel at home everywhere – but London is our HQ. Wherever our people work their magic, they’re fast-m",,,,,Not specified,"Graduate, Financial Operations",https://www.myjob.mu/Jobs/Graduate-Financial-Operations-205640.aspx
N/A,AVIPRO CO LTD – Member of Eclosia Group,"Maintenance Technician Moka Not disclosed Permanent Added 28/01/2026 Closing 27/02/2026 HR Department Login to apply Pionnière et leader dans la production de poulets de table, les produits d’Avipro Co Ltd sont commercialisés sous plusieurs marques notamment CHANTECLER. Description du posteMaintenir et/ou réparer des équipements électriques/électromécaniquesMaintenir et/ou réparer l’installation électriqueS’aligner sur les procédures de maintenance préventiveEffectuer les installations électriquesLire et interpréter les schémas électriques.Vérification et suivi journalier sur les équipements, mise à jour des données sur le système GMAO ou équivalent.ProfilConnaissance de base dans les domaines de l`électriqueNC4 ou NC5Personne fiable et courtoise Login to apply Report This Job",,,,,Not specified,Maintenance Technician,https://www.myjob.mu/Jobs/Maintenance-Technician-205642.aspx
N/A,Checkout Support Services Limited,"Graduate , Risk/Merchant Operations Plaine Wilhems Not disclosed Temporary / Contract Added 28/01/2026 Closing 27/02/2026 Caren Belle Login to apply As part of Checkout.com’s #NextGen Graduate Program you’ll work alongside experienced professionals, gaining hands-on experience and a comprehensive introduction to digital payments and technology. Company DescriptionWe’re Checkout.com – you might not know our name, but companies like eBay, ASOS, Klarna, Uber Eats, and Sony do. That moment when you check out online? We make it happen.Checkout.com is where the world checks out. Our global network powers billions of transactions every year, making money move without making a fuss. We spent years perfecting a service most people will never notice. Because when digital payments just work, businesses grow, customers stay, and no one stops to think about why.With 19 offices spanning six continents, we feel at home everywhere – but London is our HQ. Wherever our people work their magic, they’re f",,,,,Not specified,"Graduate , Risk/Merchant Operations",https://www.myjob.mu/Jobs/Graduate-Risk-Merchant-Operations-205643.aspx
N/A,ENL,"Accounts Officer - Ensport Ltd (Decathlon) Moka Negotiable Permanent Added 28/01/2026 Closing 27/02/2026 ENL Group Login to apply Ensport Limited is recruiting an Accounting Officer who will be responsible to provide support to the Accounting Team. We're seeking candidate with a minimum ACCA Level 1 qualification and at least 1 year of experience in accounting Ensport Limited is recruiting an Accounting Officer who will be responsible to provide support to the Accounting Team.Main Duties:Perform daily cash &amp; sales reconciliationsPerform banking reconciliations.Manage petty cash disbursements.Assists in cash management.Assists in preparation of Purchase OrdersManage the full cycle of local and international supplier invoicesAssists in preparation of payments &amp; reconciliation of creditorsMaintain accurate records of all financial transactions within the accounting softwareProvide accounting and clerical supportEnsure timely processing of accounting entriesCompile data, reconcilia",,,,,,Accounts Officer - Ensport Ltd (Decathlon),https://www.myjob.mu/Jobs/Accounts-Officer-Ensport-Ltd-Decathlon-205646.aspx
N/A,Cobalt Ridge Ltd,"Indirect Procurement Buyer Mauritius Negotiable Permanent Added 28/01/2026 Closing 27/02/2026 Samantha Tapp Login to apply to apply, please use this link: https://grnh.se/v9fxzyl2teu to apply, please use this link: https://grnh.se/v9fxzyl2teuJob titleIndirect Procurement BuyerCompanyCobalt Ridge LtdEmployer Cobalt Ridge Ltd is a newly established support services Company that has been formed to better support and strengthen our long-standing Mauritian based business as well as other global finance operations across our Enterprise. The role The Indirect Procurement Buyer is responsible for executing day-to-day purchasing activities across assigned indirect spend categories. This role manages a queue of requisitions, places purchase orders in alignment with approved category strategies, maintains supplier catalogues, and ensures timely, accurate procurement execution across the end-to-end Procure-to-Pay (P2P) lifecycle.The Buyer partners closely with Category Management, Finance, and bus",,,,,,Indirect Procurement Buyer,https://www.myjob.mu/Jobs/Indirect-Procurement-Buyer-205651.aspx
